textbox22
generated on 03/11/2017 17:06:02 UTC

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,13,1997-03-24,1997-03-30,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,14,1997-03-31,1997-04-06,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,15,1997-04-07,1997-04-13,,0,0,,,,0,0,,,1,1,1,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,16,1997-04-14,1997-04-20,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,17,1997-04-21,1997-04-27,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,18,1997-04-28,1997-05-04,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,19,1997-05-05,1997-05-11,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,20,1997-05-12,1997-05-18,,5,0,,,,0,0,,,5,5,5,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,21,1997-05-19,1997-05-25,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,22,1997-05-26,1997-06-01,,0,0,,,,0,0,,,2,2,2,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,23,1997-06-02,1997-06-08,,0,0,,,,3,3,,,5,5,8,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,24,1997-06-09,1997-06-15,,0,0,,,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,25,1997-06-16,1997-06-22,,1,0,,,,4,4,,,4,4,8,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,26,1997-06-23,1997-06-29,,4,0,,,,7,7,,,6,6,13,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,27,1997-06-30,1997-07-06,,4,0,,,,5,5,,,5,5,10,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,28,1997-07-07,1997-07-13,,4,0,,,,6,6,,,2,2,8,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,29,1997-07-14,1997-07-20,,4,0,,,,6,6,,,4,4,10,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,30,1997-07-21,1997-07-27,,3,0,,,,4,4,,,1,1,5,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,31,1997-07-28,1997-08-03,,0,0,,,,8,8,,,2,2,10,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,32,1997-08-04,1997-08-10,,0,0,,,,5,5,,,3,3,8,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,33,1997-08-11,1997-08-17,,0,0,,,,6,6,,,6,6,12,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,34,1997-08-18,1997-08-24,,3,0,,,,4,4,,,5,5,9,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,35,1997-08-25,1997-08-31,,0,0,,,,1,1,,,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,36,1997-09-01,1997-09-07,,0,0,,,,1,1,,,3,3,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,37,1997-09-08,1997-09-14,,0,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,38,1997-09-15,1997-09-21,,2,0,,,,0,0,,,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,39,1997-09-22,1997-09-28,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,40,1997-09-29,1997-10-05,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,41,1997-10-06,1997-10-12,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,42,1997-10-13,1997-10-19,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,43,1997-10-20,1997-10-26,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,44,1997-10-27,1997-11-02,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,45,1997-11-03,1997-11-09,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,46,1997-11-10,1997-11-16,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,47,1997-11-17,1997-11-23,,1,0,,,,0,0,,,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,48,1997-11-24,1997-11-30,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,49,1997-12-01,1997-12-07,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,50,1997-12-08,1997-12-14,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,51,1997-12-15,1997-12-21,,6,0,,,,0,0,,,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1997,52,1997-12-22,1997-12-28,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,1,1997-12-29,1998-01-04,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,2,1998-01-05,1998-01-11,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,3,1998-01-12,1998-01-18,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,4,1998-01-19,1998-01-25,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,5,1998-01-26,1998-02-01,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,6,1998-02-02,1998-02-08,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,7,1998-02-09,1998-02-15,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,8,1998-02-16,1998-02-22,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,9,1998-02-23,1998-03-01,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,10,1998-03-02,1998-03-08,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,11,1998-03-09,1998-03-15,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,12,1998-03-16,1998-03-22,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,13,1998-03-23,1998-03-29,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,14,1998-03-30,1998-04-05,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,15,1998-04-06,1998-04-12,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,16,1998-04-13,1998-04-19,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,17,1998-04-20,1998-04-26,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,18,1998-04-27,1998-05-03,,1,0,,,,0,0,,,,0,0,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,19,1998-05-04,1998-05-10,,2,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,20,1998-05-11,1998-05-17,,1,0,,,,0,0,,,,0,0,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,21,1998-05-18,1998-05-24,,4,0,,,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,22,1998-05-25,1998-05-31,,7,0,,,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,23,1998-06-01,1998-06-07,,7,0,,,,3,3,,,,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,24,1998-06-08,1998-06-14,,18,,,,,16,16,,,,0,16,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,25,1998-06-15,1998-06-21,,15,,,,,13,13,,,,0,13,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,26,1998-06-22,1998-06-28,,21,,,,,21,21,,,,0,21,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,27,1998-06-29,1998-07-05,,22,0,,,,21,21,,,1,1,22,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,28,1998-07-06,1998-07-12,,39,0,,,,39,39,,,,0,39,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,29,1998-07-13,1998-07-19,,47,,,,,45,45,,,1,1,46,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,30,1998-07-20,1998-07-26,,38,,,,,38,38,,,,0,38,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,31,1998-07-27,1998-08-02,,32,,,,,32,32,,,,0,32,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,32,1998-08-03,1998-08-09,,70,,,,,70,70,,,,0,70,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,33,1998-08-10,1998-08-16,,27,,,,,26,26,,,1,1,27,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,34,1998-08-17,1998-08-23,,33,0,,,,33,33,,,,0,33,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,35,1998-08-24,1998-08-30,,45,,,,,44,44,,,1,1,45,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,36,1998-08-31,1998-09-06,,28,0,,,,28,28,,,,0,28,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,37,1998-09-07,1998-09-13,,18,0,,,,18,18,,,,0,18,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,38,1998-09-14,1998-09-20,,6,0,,,,6,6,,,,0,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,39,1998-09-21,1998-09-27,,1,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,40,1998-09-28,1998-10-04,,2,0,,,,1,1,,,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,41,1998-10-05,1998-10-11,,1,,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,42,1998-10-12,1998-10-18,,1,0,,,,0,0,,,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,43,1998-10-19,1998-10-25,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,44,1998-10-26,1998-11-01,,3,0,,,,3,3,,,,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,45,1998-11-02,1998-11-08,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,46,1998-11-09,1998-11-15,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,47,1998-11-16,1998-11-22,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,48,1998-11-23,1998-11-29,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,49,1998-11-30,1998-12-06,,1,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,50,1998-12-07,1998-12-13,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,51,1998-12-14,1998-12-20,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,52,1998-12-21,1998-12-27,,1,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1998,53,1998-12-28,1999-01-03,,3,0,,,,2,2,,,1,1,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,1,1999-01-04,1999-01-10,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,2,1999-01-11,1999-01-17,,1,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,3,1999-01-18,1999-01-24,,1,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,4,1999-01-25,1999-01-31,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,5,1999-02-01,1999-02-07,,3,0,,,,3,3,,,,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,6,1999-02-08,1999-02-14,,3,0,,,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,7,1999-02-15,1999-02-21,,2,0,,,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,8,1999-02-22,1999-02-28,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,9,1999-03-01,1999-03-07,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,10,1999-03-08,1999-03-14,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,11,1999-03-15,1999-03-21,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,12,1999-03-22,1999-03-28,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,13,1999-03-29,1999-04-04,,3,0,,,,1,1,,,2,2,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,14,1999-04-05,1999-04-11,,5,0,,,,5,5,,,,0,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,15,1999-04-12,1999-04-18,,1,0,,,,0,0,,,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,16,1999-04-19,1999-04-25,,2,0,,,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,17,1999-04-26,1999-05-02,,3,0,,,,2,2,,,1,1,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,18,1999-05-03,1999-05-09,,4,0,,,,3,3,,,,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,19,1999-05-10,1999-05-16,,16,0,,,,13,13,,,1,1,14,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,20,1999-05-17,1999-05-23,,7,0,,,,5,5,,,1,1,6,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,21,1999-05-24,1999-05-30,,18,0,,,,12,12,,,1,1,13,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,22,1999-05-31,1999-06-06,,20,0,,,,18,18,,,,0,18,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,23,1999-06-07,1999-06-13,,23,0,,,,22,22,,,,0,22,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,24,1999-06-14,1999-06-20,,64,0,,,,47,47,,,3,3,50,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,25,1999-06-21,1999-06-27,,47,0,,,,39,39,,,5,5,44,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,26,1999-06-28,1999-07-04,,61,0,,,,53,53,,,6,6,59,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,27,1999-07-05,1999-07-11,,72,0,,,,61,61,,,4,4,65,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,28,1999-07-12,1999-07-18,,42,0,,,,40,40,,,2,2,42,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,29,1999-07-19,1999-07-25,,39,0,,,,34,34,,,5,5,39,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,30,1999-07-26,1999-08-01,,49,0,,,,40,40,,,7,7,47,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,31,1999-08-02,1999-08-08,,26,0,,,,16,16,,,8,8,24,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,32,1999-08-09,1999-08-15,,21,0,,,,17,17,,,4,4,21,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,33,1999-08-16,1999-08-22,,14,0,,,,5,5,,,8,8,13,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,34,1999-08-23,1999-08-29,,10,0,,,,2,2,,,8,8,10,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,35,1999-08-30,1999-09-05,,11,0,,,,6,6,,,5,5,11,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,36,1999-09-06,1999-09-12,,7,0,,,,6,6,,,1,1,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,37,1999-09-13,1999-09-19,,4,0,,,,1,1,,,3,3,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,38,1999-09-20,1999-09-26,,15,0,,,,8,8,,,7,7,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,39,1999-09-27,1999-10-03,,4,0,,,,2,2,,,2,2,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,40,1999-10-04,1999-10-10,,5,0,,,,1,1,,,4,4,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,41,1999-10-11,1999-10-17,,4,0,,,,1,1,,,3,3,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,42,1999-10-18,1999-10-24,,4,0,,,,1,1,,,3,3,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,43,1999-10-25,1999-10-31,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,44,1999-11-01,1999-11-07,,3,0,,,,3,3,,,,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,45,1999-11-08,1999-11-14,,1,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,46,1999-11-15,1999-11-21,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,47,1999-11-22,1999-11-28,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,48,1999-11-29,1999-12-05,,4,0,,,,2,2,,,1,1,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,49,1999-12-06,1999-12-12,,1,0,,,,0,0,,,,0,0,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,50,1999-12-13,1999-12-19,,1,0,,,,0,0,,,,0,0,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,51,1999-12-20,1999-12-26,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,52,1999-12-27,2000-01-02,,1,0,,,,0,0,,,,0,0,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,1,2000-01-03,2000-01-09,,1,0,,,,0,0,,,,0,0,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,2,2000-01-10,2000-01-16,,1,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,3,2000-01-17,2000-01-23,,2,0,,,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,4,2000-01-24,2000-01-30,,1,0,,,,1,1,,,,0,1,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,5,2000-01-31,2000-02-06,,1,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,6,2000-02-07,2000-02-13,,1,0,,,,1,1,,,,0,1,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,7,2000-02-14,2000-02-20,,2,0,,,,2,2,,,,0,2,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,8,2000-02-21,2000-02-27,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,9,2000-02-28,2000-03-05,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,10,2000-03-06,2000-03-12,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,11,2000-03-13,2000-03-19,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,12,2000-03-20,2000-03-26,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,13,2000-03-27,2000-04-02,,1,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,14,2000-04-03,2000-04-09,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,15,2000-04-10,2000-04-16,,0,0,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,16,2000-04-17,2000-04-23,,1,0,,,,0,0,,,,0,0,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,17,2000-04-24,2000-04-30,,1,0,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,18,2000-05-01,2000-05-07,,0,0,,,,0,0,,,,0,0,,No Activity
